Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR3428788,2019-07-12 08:35:55,2019-07-12 15:37:58,72502,21823102,0,301,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3428788/ERR3428788.1,ERX3452225,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569798,SAMEA5766248,simple,1263854,anaerobic digester metagenome,SAMEA5766248,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,B8AE1BD19E90479299C278454B722439,9FD03F7FBDFF388E76993001B0C45BA1
ERR3428789,2019-07-12 08:35:55,2019-07-12 15:38:07,50104,15081304,0,301,8,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428789,ERX3452226,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569799,SAMEA5766249,simple,1263854,anaerobic digester metagenome,SAMEA5766249,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,3A10DCC84FAF29DE0C0BEEACF740FDAD,6E897872492B4592CCC2E861DBA819C6
ERR3428790,2019-07-12 08:35:55,2019-07-12 15:38:11,57869,17418569,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428790,ERX3452227,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569800,SAMEA5766250,simple,1263854,anaerobic digester metagenome,SAMEA5766250,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,EF57533B567BEA28D4F7D8B4AE18FCA0,4B4B69C81866289A49A60DA09C93B464
ERR3428791,2019-07-12 08:35:55,2019-07-12 15:38:20,41478,12484878,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428791,ERX3452228,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569801,SAMEA5766251,simple,1263854,anaerobic digester metagenome,SAMEA5766251,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,008BBEA961BC0A922D6586E85D31B397,CA3DD5F99F9658FA55081DC84AA47527
ERR3428792,2019-07-12 08:35:55,2019-07-12 15:38:25,56956,17143756,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428792,ERX3452229,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569802,SAMEA5766252,simple,1263854,anaerobic digester metagenome,SAMEA5766252,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,752928395055F6FA6B66727186F3D35D,1D1ACCDA91B7A8F19768A927FC2E523D
ERR3428793,2019-07-12 08:35:55,2019-07-12 15:38:34,56420,16982420,0,301,9,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428793,ERX3452230,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569803,SAMEA5766253,simple,1263854,anaerobic digester metagenome,SAMEA5766253,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,47F93B66887FEC7D069EFF52C086277B,E533140B7A7CD5B1D86F6267C8F6A63D
ERR3428794,2019-07-12 08:35:55,2019-07-12 15:38:37,37183,11192083,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428794,ERX3452231,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569804,SAMEA5766254,simple,1263854,anaerobic digester metagenome,SAMEA5766254,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,C508F35B2DED31609C09093C6C59930F,E6DCA74FA14E2D925A229488D32397B0
ERR3428795,2019-07-12 08:35:55,2019-07-12 15:38:48,48287,14534387,0,301,7,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428795,ERX3452232,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569805,SAMEA5766255,simple,1263854,anaerobic digester metagenome,SAMEA5766255,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,37BEC14D3E0D806220630038465C3C01,C5FA571F77F71FECD41094FDB9303D1D
ERR3428796,2019-07-12 08:35:55,2019-07-12 15:38:50,64907,19537007,0,301,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3428796/ERR3428796.1,ERX3452233,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569806,SAMEA5766256,simple,1263854,anaerobic digester metagenome,SAMEA5766256,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,A238F45F8F534C5528315E14FA9E9980,D0D59240EA9804F802A789AA011EE3F6
ERR3428797,2019-07-12 08:35:55,2019-07-12 15:39:09,49599,14929299,0,301,8,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428797,ERX3452234,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569807,SAMEA5766257,simple,1263854,anaerobic digester metagenome,SAMEA5766257,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,EEFDBFB16FD2D82730A974CF9306B3F1,53A62B97F521805903CC2B5F60948AF8
ERR3428798,2019-07-12 08:35:55,2019-07-12 15:39:08,39124,11776324,0,301,6,,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3428/ERR3428798,ERX3452235,unspecified,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3569808,SAMEA5766258,simple,1263854,anaerobic digester metagenome,SAMEA5766258,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA2036019,,public,C8E0455EE2D9C93AC6FECB68A92ED89B,FE7A63B22CDF5013D527F73F0C70F8D8
ERR3173382,2019-04-01 08:06:00,2019-04-04 12:26:32,9062014,4549131028,9062014,502,2421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3173382/ERR3173382.1,ERX3201316,MG-HLP-8,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172789,SAMEA5366183,simple,1263854,anaerobic digester metagenome,SAMEA5366183,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,AE179EEA39465D3910039B3968B551EA,9CB99B83FB53F64B75190C20CD5DE5D8
ERR3173383,2019-04-01 08:06:00,2019-04-04 12:28:05,10500725,5271363950,10500725,502,2862,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3173383/ERR3173383.1,ERX3201317,MG-HLP-11,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172790,SAMEA5366184,simple,1263854,anaerobic digester metagenome,SAMEA5366184,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,F5D09BB238F1C3285ECBCB0AC830471D,D29DB927286BBD1C99A5E8BCF9574A44
ERR3173384,2019-04-01 08:06:00,2019-04-04 12:29:37,12214277,6131567054,12214277,502,3298,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173384/ERR3173384.1,ERX3201318,MG-HLP-14,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172791,SAMEA5366185,simple,1263854,anaerobic digester metagenome,SAMEA5366185,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,8781695D59557B18605C2307F85ED463,6C803A5BD230B55A5C89944708388E7B
ERR3173385,2019-04-01 08:06:00,2019-04-04 12:39:09,18426307,9250006114,18426307,502,4868,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173385/ERR3173385.1,ERX3201319,MG-HLP-17,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172792,SAMEA5366186,simple,1263854,anaerobic digester metagenome,SAMEA5366186,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,45D13ADECC799E440711B3F510AB1DBC,04AF974F8A6B0905E4BAEDB4548EB36E
ERR3173386,2019-04-01 08:06:00,2019-04-04 12:39:39,19158767,9617701034,19158767,502,4962,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3173386/ERR3173386.1,ERX3201320,MG-HLP-6,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172793,SAMEA5366187,simple,1263854,anaerobic digester metagenome,SAMEA5366187,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,5EB8A4ABBAE95BA06AA538CFB44D22AB,360E00A0C1EF52B1514CACA83DCBFD25
ERR3173387,2019-04-01 08:06:00,2019-04-04 12:37:48,11860719,5954080938,11860719,502,3086,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173387/ERR3173387.1,ERX3201321,MG-HLP-9,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172794,SAMEA5366188,simple,1263854,anaerobic digester metagenome,SAMEA5366188,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,93A3D2CFA3BCFC4E95D00527B26FB5E0,2749B5F629AFBBCEACF6233E2FC24034
ERR3173388,2019-04-01 08:06:00,2019-04-04 12:49:40,19656238,9867431476,19656238,502,5095,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3173388/ERR3173388.1,ERX3201322,MG-HLP-12,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172795,SAMEA5366189,simple,1263854,anaerobic digester metagenome,SAMEA5366189,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,C4E288EB27199F64942AD79E220348FB,319F918A1CA128E535EB17CEE63E1194
ERR3173389,2019-04-01 08:06:00,2019-04-04 12:48:02,11356343,5700884186,11356343,502,3059,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173389/ERR3173389.1,ERX3201323,MG-HLP-15,WGS,unspecified,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina HiSeq 2500,ERP113854,PRJEB31310,,530491,ERS3172796,SAMEA5366190,simple,1263854,anaerobic digester metagenome,SAMEA5366190,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745989,,public,F431C5079B8D78BAD6580E7CAD11FB06,A381D254BDB9127909B3AB6223B47981
ERR3173293,2019-04-01 08:05:59,2019-04-04 12:13:58,13148,7915096,13148,602,5,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173293,ERX3201227,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173090,SAMEA5366484,simple,1263854,anaerobic digester metagenome,SAMEA5366484,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,9010B6B049C556FE27E4E71174894011,62492BD75B6ECB9C0FF2D890B226A489
ERR3173294,2019-04-01 08:05:59,2019-04-04 12:14:02,11958,7198716,11958,602,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173294,ERX3201228,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173091,SAMEA5366485,simple,1263854,anaerobic digester metagenome,SAMEA5366485,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,5CDC5F00CEED6CAA751C6A77C2504DA1,4D27515007B280168857DDB5514B2B3D
ERR3173295,2019-04-01 08:05:59,2019-04-04 12:14:02,9021,5430642,9021,602,3,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173295,ERX3201229,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173092,SAMEA5366486,simple,1263854,anaerobic digester metagenome,SAMEA5366486,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,8F2D6B62937FB5ECB89864125D3EAB6A,1CFE7716DFD936C91AE58AA9DB934C32
ERR3173296,2019-04-01 08:05:59,2019-04-04 12:14:10,11245,6769490,11245,602,4,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173296,ERX3201230,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173093,SAMEA5366487,simple,1263854,anaerobic digester metagenome,SAMEA5366487,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,28127C03F51B6FD352D84C52E0098131,83FB48BC08054147B058F94B57E2D15C
ERR3173297,2019-04-01 08:05:59,2019-04-04 12:14:15,30203,18182206,30203,602,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3173297/ERR3173297.1,ERX3201231,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173094,SAMEA5366488,simple,1263854,anaerobic digester metagenome,SAMEA5366488,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,5D1A19108328EE9A5994A74049A59A20,436492F63C184747B522E7E6054EC636
ERR3173298,2019-04-01 08:05:59,2019-04-04 12:14:17,40138,24163076,40138,602,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173298/ERR3173298.1,ERX3201232,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173095,SAMEA5366489,simple,1263854,anaerobic digester metagenome,SAMEA5366489,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,CA965C27750294051AC6171F50E9CDDC,40949724759C7534665EBEF2FF64705D
ERR3173299,2019-04-01 08:05:59,2019-04-04 12:14:23,28137,16938474,28137,602,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3173299/ERR3173299.1,ERX3201233,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173096,SAMEA5366490,simple,1263854,anaerobic digester metagenome,SAMEA5366490,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,69F53D26B598ABA189406C812FD616CD,9E145869723CBF31C7D03A11064CD416
ERR3173300,2019-04-01 08:05:59,2019-04-04 12:14:27,5201,3131002,5201,602,2,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173300,ERX3201234,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173097,SAMEA5366491,simple,1263854,anaerobic digester metagenome,SAMEA5366491,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,6D905F40C7474419B66F3C15CD1D02F0,97299F5231B1982EAFD5B3F7996F2001
ERR3173301,2019-04-01 08:05:59,2019-04-04 12:14:30,36231,21811062,36231,602,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/ERR3173301/ERR3173301.1,ERX3201235,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173098,SAMEA5366492,simple,1263854,anaerobic digester metagenome,SAMEA5366492,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,CCD0781D50B94A816ABF0EBD5EED22F2,6B39889576541326E249C03A219E9485
ERR3173302,2019-04-01 08:05:59,2019-04-04 12:14:35,67089,40387578,67089,602,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3173302/ERR3173302.1,ERX3201236,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173099,SAMEA5366493,simple,1263854,anaerobic digester metagenome,SAMEA5366493,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,C3165CD6392C162CE6059658293171B8,F8AEBDDC3F757AE2E660EA35DB76F9CC
ERR3173303,2019-04-01 08:05:59,2019-04-04 12:14:39,45934,27652268,45934,602,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3173303/ERR3173303.1,ERX3201237,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173100,SAMEA5366494,simple,1263854,anaerobic digester metagenome,SAMEA5366494,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,9DFCD92D07CE4E01E5BA25FA427E6EB9,F72C60180CD6D70E27EA7D1B3F1E1ADA
ERR3173304,2019-04-01 08:05:59,2019-04-04 12:14:47,8797,5295794,8797,602,3,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173304,ERX3201238,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173101,SAMEA5366495,simple,1263854,anaerobic digester metagenome,SAMEA5366495,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,E21CB62EB6303FBF1DB94B69037716AC,DF97EE879335A5F73D19FA3059AF474C
ERR3173305,2019-04-01 08:05:59,2019-04-04 12:14:53,37738,22718276,37738,602,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3173305/ERR3173305.1,ERX3201239,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173102,SAMEA5366496,simple,1263854,anaerobic digester metagenome,SAMEA5366496,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,40AE80A919EDF4278D9BCC48FF86B2A9,6C34B1BBC4A8A00769417296E6B4EA68
ERR3173306,2019-04-01 08:05:59,2019-04-04 12:15:00,53815,32396630,53815,602,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3173306/ERR3173306.1,ERX3201240,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173103,SAMEA5366497,simple,1263854,anaerobic digester metagenome,SAMEA5366497,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,61D24CFA61F09C6D7FF6F22A212F11C7,31D1F048F79826CB9D5A303567544A28
ERR3173307,2019-04-01 08:05:59,2019-04-04 12:15:06,32761,19722122,32761,602,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173307/ERR3173307.1,ERX3201241,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173104,SAMEA5366498,simple,1263854,anaerobic digester metagenome,SAMEA5366498,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,472B74AAB0D943218DD4A212D5AEB62C,ABB98B2D2ED8D8550DBA75304AD077CE
ERR3173308,2019-04-01 08:05:59,2019-04-04 12:15:11,3510,2113020,3510,602,1,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173308,ERX3201242,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173105,SAMEA5366499,simple,1263854,anaerobic digester metagenome,SAMEA5366499,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,FF945721CB04BEEABAB46A54E416BC53,4323984C9D3971667FDF50C3D2CDA3A2
ERR3173309,2019-04-01 08:05:59,2019-04-04 12:15:20,27259,16409918,27259,602,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3173309/ERR3173309.1,ERX3201243,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173106,SAMEA5366500,simple,1263854,anaerobic digester metagenome,SAMEA5366500,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,7649E88E40D0A3775636F7D23012B2E4,E72BB426B3A31EB538C16DA687CEB191
ERR3173310,2019-04-01 08:05:59,2019-04-04 12:15:23,53074,31950548,53074,602,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173310/ERR3173310.1,ERX3201244,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173107,SAMEA5366501,simple,1263854,anaerobic digester metagenome,SAMEA5366501,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,56784BECF81B5D3CE745D0FC1C19CE7A,07378BC0A6531B2DF3010D42880574AD
ERR3173311,2019-04-01 08:05:59,2019-04-04 12:15:38,33791,20342182,33791,602,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173311/ERR3173311.1,ERX3201245,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173108,SAMEA5366502,simple,1263854,anaerobic digester metagenome,SAMEA5366502,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,72D5A643BEA977D329A10CB7F24FD2A0,2E7E2D65D1956F4BA4C4DD4DA3779C3D
ERR3173312,2019-04-01 08:05:59,2019-04-04 12:15:34,42345,25491690,42345,602,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR3173312/ERR3173312.1,ERX3201246,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173109,SAMEA5366503,simple,1263854,anaerobic digester metagenome,SAMEA5366503,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,25F159D803CB806EA9F615BA8DF029EE,E6F4DC951691261E5FC723B477260AD8
ERR3173313,2019-04-01 08:05:59,2019-04-04 12:15:34,2870,1727740,2870,602,1,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173313,ERX3201247,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173110,SAMEA5366504,simple,1263854,anaerobic digester metagenome,SAMEA5366504,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,48DB02FF0FF8CABC6929FBC561E84CFF,08119382902D7765FA8BBBED02B626DB
ERR3173314,2019-04-01 08:05:59,2019-04-04 12:15:46,6544,3939488,6544,602,2,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173314,ERX3201248,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173111,SAMEA5366505,simple,1263854,anaerobic digester metagenome,SAMEA5366505,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,9B429BCE0F048E8DE86477426FCF3773,996D45CA268AED8A60A0D02765C299AB
ERR3173315,2019-04-01 08:05:59,2019-04-04 12:15:46,4452,2680104,4452,602,1,,https://sra-download.ncbi.nlm.nih.gov/traces/era2/ERR/ERR3173/ERR3173315,ERX3201249,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173112,SAMEA5366506,simple,1263854,anaerobic digester metagenome,SAMEA5366506,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,451BCD9867DEC7A82F06257E19029D88,10D4859743624AD44408B45B46E1B15D
ERR3173316,2019-04-01 08:05:59,2019-04-04 12:15:50,30359,18276118,30359,602,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR3173316/ERR3173316.1,ERX3201250,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173113,SAMEA5366507,simple,1263854,anaerobic digester metagenome,SAMEA5366507,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,172F58DCDC6F1E5F93088256548BB515,89F4E15DC071FE1414460277C6E91EA1
ERR3173317,2019-04-01 08:05:59,2019-04-04 12:15:57,29346,17666292,29346,602,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR3173317/ERR3173317.1,ERX3201251,unspecified,AMPLICON,PCR,METAGENOMIC,PAIRED,500,0,ILLUMINA,Illumina MiSeq,ERP113854,PRJEB31310,,530491,ERS3173114,SAMEA5366508,simple,1263854,anaerobic digester metagenome,SAMEA5366508,,,,,,,no,,,,,AALBORG UNIVERSITY,ERA1745988,,public,086315CC691D2D6383EB0720F4D942B5,74D4D77144F76ACB013A68689F22B93B
